itemId,price,averageRating,totalReviews
122190590,59000,4,8
122196,1165000,5,2
122213347,48000,4,2
122217454,135000,4,4
122245115,2575000,5,9
122286945,52000,2,7
122289623,38000,4,8
122290075,85800,5,1
122297121,67000,1,1
122302722,93000,3,2
12244806,1742000,3,2
12249219,950000,5,2
12249471,1750000,4,1
122514023,75000,3,3
122563623,2490000,4,19
122577428,65000,1,1
122584196,3250000,5,1
122824731,20999000,5,1
122854482,775000,4,36
122883344,95000,5,1
122895240,93000,3,5
122954728,49500,1,1
122980967,83000,3,2
123101270,719000,4,82
123109628,789000,5,3
123259418,87600,5,1
123358596,1136000,4,3
123369475,45000,3,2
123373437,49900,3,8
123374110,779000,4,1
123382818,68981,4,36
123457929,67000,3,10
123478274,84000,5,1
12352815,64000,4,3
123585991,87500,3,8
123586249,13650000,4,14
123586853,83500,5,3
123610,1008000,5,3
123635,1624000,5,1
123646119,175000,5,2
123661186,2800000,4,2
123668394,24500000,1,1
123672084,12901000,4,10
123734044,5379000,5,1
123820055,5665000,5,2
123850156,37500,3,2
123852648,1200000,2,2
123872476,122900,3,2
123900212,3999000,4,2
123929281,47900,5,1
123929949,11729000,5,2
12398450,151000,4,13
12398637,44000,4,21
12402106,50000,5,1
12402107,48000,4,2
12405091,72000,1,2
12405492,52000,5,1
12405493,47000,4,22
12405494,44000,4,8
12405495,44000,4,3
12405496,48000,5,5
12405497,65000,4,31
12408813,43000,4,4
12408814,43000,4,6
12408820,41000,4,3
12408866,40000,4,2
12408900,44000,4,1
12408971,39000,4,4
124123539,850000,3,5
124125211,950000,4,1
124125861,13650000,5,1
124162163,9999000,4,1
124284425,5000000,5,1
124313641,825000,4,1
124326019,3665900,5,4
124397291,216000,5,1
124453876,1214000,1,1
124460787,18980000,5,2
124460945,26500000,5,1
124534150,28000000,5,1
124594070,65000,3,2
124606958,830000,5,1
124610119,830000,5,1
124612432,830000,5,3
124613801,830000,3,2
124614736,802000,5,2
124632535,802000,5,8
124632560,719900,4,15
124651691,27000,3,12
124652487,58500,1,1
124706077,17111,2,16
124708335,23111,3,25
124762697,1699000,5,1
12477607,49300,1,1
124777713,40000,5,2
124778288,45000,1,1
124824527,4490000,5,3
124827669,885000,5,7
124828183,1095000,4,4
124828770,1195000,5,2
124942468,7299000,5,3
124967730,1199000,3,3
125061781,175000,5,1
125069170,200000,1,1
12512389,23000,4,2
125214989,52200,3,3
125250621,759000,5,1
125358090,53000,4,4
125414057,4965000,5,1
125432819,690000,5,1
125441430,1035000,2,1
125467397,3585000,3,4
125476607,6365000,5,1
125517237,3770000,5,1
125764361,40000,5,1
125853450,43900,4,21
125854900,44900,4,36
125855472,69000,4,14
125878269,85000,2,25
125963888,130000,3,3
126065783,300000,5,1
126089602,40000,4,1
126304304,5710001,4,2
126324959,9500000,5,1
126380774,145000,5,1
126399527,234900,5,2
1264492,25600,5,1
1264559,126800,4,3
1264585,69200,5,1
126473864,65000,1,5
126476678,3499000,1,1
126477036,2301500,5,1
1265060,51000,4,1
1265241,14900,3,15
126535110,799000,5,1
1265515,53600,3,2
126568338,117109,4,9
1265749,46300,5,1
126587508,1499000,4,8
126621,727500,1,1
126649734,59000,5,3
126667478,6620000,5,1
126716,650000,5,1
126721307,16350000,4,7
126721425,17450000,5,1
126783815,19000000,4,2
126788943,1065000,4,136
126833275,765000,4,40
126863195,750000,3,2
126930604,69000,1,1
126966043,1700000,4,2
126983389,120000,4,29
126983466,241500,4,9
127009,300000,1,1
127039596,3159000,4,3
127149035,699000,5,1
127205978,69000,1,1
127295827,3470000,1,1
127708283,2500000,5,1
127831458,149000,4,21
127988447,35000,2,9
127996760,49000,2,19
128117450,3570000,3,1
128894555,830099,4,1
129235323,92000,5,1
129236381,99000,5,10
129237156,99000,5,3
129385014,198900,1,1
129390870,199000,3,1
1296575,1499000,5,1
130054,119000,3,4
130123986,1399000,5,27
130129190,1894000,4,7
130189613,2299000,5,1
130392332,75000,4,50
130504620,750000,1,1
130763518,57000,4,10
130785121,649000,5,1
130837082,3990000,4,5
130838110,9990000,5,1
130854975,89500,3,3
131340740,98000,5,11
131777161,1975000,3,10
132296504,4950000,5,1
132348527,3999000,5,1
133107202,50400,4,25
133136488,990000,5,3
133136675,700000,3,4
133137108,690000,5,1
133137245,990000,5,1
133165163,120000,1,1
133169838,5225000,4,2
133183341,859000,4,1
133183489,3199000,2,1
133183523,710000,4,9
133183611,710000,4,14
133191599,1090000,1,1
133194126,800000,4,6
133194521,1770000,5,3
133196694,5800000,5,3
133218875,1698000,4,3
133220352,3799000,4,1
133220965,3799000,3,1
133221055,4800000,4,21
133222236,3795000,5,1
1361882,299500,4,32
1362609,99500,4,57
1362674,270000,4,15
1388854,598000,4,25
139398,130000,5,2
140010324,2475000,5,1
140018352,3690000,5,1
140034349,3890000,5,3
140126532,90800,2,10
140129979,1085000,5,14
140130000,1085000,4,19
140130936,85900,1,1
140131699,132000,4,4
140131742,810000,5,2
140133605,780000,4,15
140134514,1095000,5,1
140134561,745000,1,1
140135598,810000,4,8
140136289,1085000,4,12
140136326,16000000,4,5
140137163,810000,4,4
140138187,1085000,5,6
140138389,1179000,5,1
140139243,700000,3,4
140306047,152000,5,1
140599485,65000,5,1
140660968,5950000,5,1
140904526,3668000,5,7
140905692,11989000,5,1
140910412,44000,5,1
140950299,12395000,5,2
140953986,4038000,5,5
140961370,4038000,5,9
140994086,4747000,4,4
141082258,3489000,5,5
141084118,3449000,5,1
141138503,1735000,4,44
141221938,5250000,1,1
141310499,1423000,4,1
141327506,863000,4,2
141361091,3188000,4,13
141362069,3609000,4,15
141423682,4225000,4,3
141442752,79900,3,6
141449628,85000,1,1
141518194,95000,5,1
141593947,139000,3,2
141648015,10699000,5,1
141764503,705000,4,13
141774676,990000,5,6
141781080,990000,5,5
141788889,1949000,3,3
141802261,895500,5,1
141895025,52500,3,1
141912794,3350000,4,6
142045693,275000,5,1
142059193,95000,5,1
142068253,4950000,4,1
142100307,620000,4,2
142104130,1190000,4,1
142118397,2200000,5,1
142123731,50000,1,2
142135218,96528,5,4
142344100,3849000,5,2
142397923,285000,5,1
142457512,2399000,4,1
142463895,1595000,5,1
142463897,1695000,4,14
142467444,6499000,3,6
142480026,3245000,5,2
142545544,1990000,4,4
1425775,3450000,5,1
1426268,35800,4,42
1426310,35800,4,30
142674401,4199000,5,1
142726165,1800000,4,6
142820338,49000,4,115
142877990,105000,5,3
142882701,1069000,5,1
142910682,2100000,3,1
142922967,1090000,5,1
142923492,1099000,5,3
142932385,32000,5,1
142938008,1179000,5,3
142941092,24500,5,2
142943637,32000,3,4
143002979,127000,4,3
143011250,12420000,5,3
143015410,975000,4,34
143072304,89000,4,203
143074967,69000,4,70
143324360,125000,4,2
143556790,3723000,4,1
143556823,2845000,4,5
143566862,3723000,5,2
143609502,770000,4,5
143669117,990000,4,23
143669118,710000,5,9
143669119,710000,3,7
143669132,650000,4,11
143669144,770000,5,3
143669145,755000,5,3
143669146,1115000,5,1
143669147,1110000,5,3
143669230,5650000,4,1
143704556,38500,5,2
143704557,40000,4,20
143709944,795000,3,5
143713596,99000,5,2
143714782,48000,4,17
143721111,48000,4,7
143730084,1465000,4,12
143799197,3339000,5,1
143977685,56500,4,1
143994379,11888000,5,2
144124401,25111,3,132
144261180,1550000,5,1
144278912,42500,3,3
144281089,4038000,5,4
144295048,3188000,4,4
144321628,3899000,4,3
144359007,3849000,1,1
144361533,34999,3,19
144370054,35000,3,27
144371134,28000,4,12
144384460,3175000,5,1
144473251,39900,3,110
144512687,3944500,5,1
144537129,4350000,4,6
144598501,58700,3,3
144598540,78450,1,1
144601252,89000,4,52
144603918,69000,4,11
144603941,35000,4,20
144614554,59000,3,23
144621758,94800,5,2
144630414,6498000,5,1
144634703,33500,3,8
144727965,47000,5,1
144729998,47000,5,2
144733313,47000,5,3
144734186,52500,3,3
144762831,70000,5,1
144765770,42500,2,8
144766099,60000,3,5
144768632,83000,5,1
144775880,36000,3,13
144799077,1250000,4,9
144801009,3600000,2,3
145005711,4072300,5,1
145024737,2500000,5,2
145071911,1250000,5,2
145071928,750000,5,28
145071938,725000,4,38
145089801,800000,4,10
145101600,150000,1,1
145336870,60000,5,1
145364498,1085000,5,2
145368811,730000,4,4
145422305,1179000,5,1
145432292,730000,4,9
145432293,780000,5,2
145432294,730000,4,12
145432295,793000,4,5
145432296,843000,5,8
145432297,793000,5,6
145458452,100000,4,1
145472253,95000,1,1
145527499,35000,3,16
145567716,89900,2,1
145817226,164000,5,4
145838396,55000,1,1
145838779,329000,5,1
145843745,156500,2,3
145871666,8600000,5,2
145992737,64000,4,3
146010870,469000,5,1
146053704,51000,3,3
146067176,952000,1,1
146079927,88000,5,1
146090176,1150000,4,15
146098078,73000,5,1
146123279,959000,4,13
146160408,1155000,5,7
146177333,1149000,4,5
146185387,442900,4,1
146187183,716000,4,110
146208904,167000,5,1
146211725,745000,5,2
146217653,123000,5,5
146248066,1159000,5,2
146458,895000,5,1
146679360,135000,2,1
146728764,955000,5,1
146781620,157000,5,1
147489509,4850000,5,1
148230178,1150000,3,6
148482,898000,5,3
149066043,125000,4,2
1498455,44900,4,5
1498497,48900,4,13
150080105,717000,4,9
150111475,1150000,3,3
150135170,730000,5,1
150135171,793000,4,1
150135172,730000,5,1
150135173,793000,5,4
150327407,92000,4,5
150349580,658000,2,1
150405216,488000,1,2
150409043,488000,3,14
150421408,1483000,5,2
150453398,695283,3,3
150482094,145000,1,1
150535944,41000,2,2
150988831,1660000,4,8
150997499,47000,3,7
151057630,980000,5,2
151075940,715000,4,2
151594418,15999000,4,1
151737801,45000,1,1
151750261,49000,3,2
151751610,59000,4,3
151755368,54000,1,1
152782037,12000,5,2
152826955,45900,3,6
152833131,37500,3,22
153135719,49711,5,1
153162154,37000,3,4
153834444,54467,5,2
154642440,86000,4,18
155516745,3975000,5,1
155846417,2015000,5,1
155913187,4750000,1,1
1560388,42500,4,31
1560419,42500,4,42
156289469,3699000,4,113
156334447,145000,4,2
156427085,1994000,4,4
156493762,3649000,4,6
156532240,61000,1,1
156537366,3994500,4,5
156566833,505000,4,1
156579989,2950000,5,2
156583900,148000,5,1
156607146,1994000,4,85
156690686,29000,4,22
156690854,20000,4,5
156690866,42000,4,38
156690867,51000,3,5
156690869,106000,4,27
156690870,153000,5,6
156690878,2052000,5,1
156690898,1699000,5,5
156690911,761000,4,1
156690913,761000,5,4
156690914,761000,4,2
157063154,105000,4,13
157204705,1089850,3,5
157235756,1999692,5,2
157896346,626000,1,1
158437632,103000,5,1
158506847,32500,3,19
158508189,95000,3,5
158511260,37500,2,3
158846684,35000,3,61
158859751,1179000,4,4
158864766,1199000,5,1
158869518,949000,5,1
158874853,60000,4,47
158880938,71000,4,21
158886021,69000,4,297
158886801,60000,4,26
158891497,69000,4,135
159192316,4298000,5,1
159277429,720000,4,2
159788741,79000,4,40
159803669,1994900,4,13
159847193,92000,2,3
159907547,749000,4,1
159912203,690000,4,6
160008566,1400000,4,1022
160020846,1169000,4,3751
160022808,2200000,4,4
160022809,2069000,4,1577
160026129,3650000,4,81
160026130,3149000,3,75
160026131,3185000,4,198
160026132,4799000,4,65
160026135,4801500,4,53
160026324,4099000,4,49
160029098,3649000,4,229
160029282,4819000,4,20
160029819,1599000,4,176
160030643,77500,4,5013
160031934,5599000,4,14
160032004,3999000,4,16
160032005,3999000,4,17
160032031,3999000,3,43
160032041,4150000,4,78
160032784,1824000,4,1232
160032830,3799000,4,322
160032832,7341500,4,17
160033606,4439000,4,19
160033614,5999000,4,30
160033615,4099000,4,49
160033631,5695000,4,63
160034284,481800,4,14
160034489,3999000,4,63
160034843,2324000,2,4
160034937,279000,4,287
160035186,2299000,4,29
160035210,4963500,4,48
160036065,3812000,4,125
160037307,157500,4,1405
160038108,3130000,4,47
160041178,129000,4,3039
160041180,189000,4,1533
160041383,12299000,5,4
160042001,282500,4,222
160042010,15499000,3,5
160042137,3820000,4,49
160042140,3820000,4,30
160042211,22099000,5,1
160042213,19159000,5,1
160042217,26479000,5,5
160042218,29439000,5,1
160042220,19129000,5,2
160042292,3760000,4,14
160042323,6199000,3,2
160042336,4299000,4,4
160042356,5888000,4,23
160042386,5888000,4,17
160043002,1549000,4,23
160091277,208768,4,12
160119520,2397800,5,1
160179772,60000,4,1
160192521,55000,3,3
160266364,1149000,5,5
160307406,1150000,5,6
160364991,25000,4,3
160365226,1150000,5,1
160369518,825000,4,8
160375091,25000,4,7
160419807,839000,5,7
160430781,810000,4,31
160529884,701000,4,11
160547128,829000,5,3
160549017,1065000,5,7
160571025,1051000,5,1
162589612,162400,5,1
162589758,251200,4,1
163494141,82900,4,4
163779111,29900,3,34
163813513,115000,5,1
163973320,172000,5,1
163978050,750000,3,3
164043155,65000,1,2
164710005,130000,5,1
